state,year,violent crime,violent_murder,violent_rape,violent_robbery,violent_assault,property crime,property_buglary,property_larceny,property_auto theft,unemployment,population,Land Area,population density,poverty rate,employee rate,per capita income,% Males 15-24 years,% Males 25-39 years
California,2012,423.1,5,20.6,148.6,248.9,2758.7,646.1,1669.5,443.2,10.4,38041430,423967,89.72733727,15.9,0.000286135,48154,7.658326835,10.74154933
Colorado,2012,308.9,3.1,40.7,65.4,199.6,2684.7,504.2,1947.4,233.1,7.9,5187582,269601,19.24170163,11.9,0.002342903,45586,7.020453845,11.08228786
Connecticut,2012,283,4.1,25.6,102.7,150.6,2140,409.7,1550.7,179.6,8.3,3590347,14357,250.0764087,10.3,0.000394669,64300,6.969305697,8.870025432
Delaware,2012,547.4,6.2,26.5,162.7,352,3340.9,803.7,2380.6,156.6,7.2,917092,6446,142.2730375,13.5,0.001775176,44121,7.030940734,8.873532099
district of Columbia,2012,1243.7,13.9,37.3,638.3,554.1,4860.8,556.5,3725.3,579,9,632323,177,3572.446328,18.4,0.000754939,67655,7.33020624,13.71457942
Florida,2012,487.1,5.2,27.2,123.7,330.9,3276.7,794.9,2288.6,193.2,8.5,19317568,170312,113.4245855,15.3,8.14E-05,41475,6.646675896,9.188051974
Georgia,2012,378.9,5.9,21.4,125.6,226,3410.6,874.9,2248,287.7,9.2,9919945,153910,64.45289455,18.1,0.000513813,37507,7.384204277,9.976011077
Hawaii,2012,239.2,2.1,20.5,74.7,141.9,3075.2,573.1,2243.2,258.9,6,1392313,28313,49.17574966,13.8,0.000770346,44121,7.151397136,10.77745765
Idaho,2012,207.9,1.8,30,15.2,160.9,1983.5,450.3,1447.7,85.5,7.2,1595728,216443,7.372509159,14.4,0.000707514,35201,7.15759929,10.11073466
Illinois,2012,414.8,5.8,27.7,151.2,230,2578.7,552.2,1826.9,199.5,9,12875255,149995,85.8378946,12.6,3.50E-05,46190,7.113759572,10.10644463
Indiana,2012,345.7,4.7,25.5,100.9,214.6,3029.2,728.3,2092,209,8.3,6537334,94326,69.30574815,15.2,0.000510147,39477,7.381782084,9.350257307
Iowa,2012,263.9,1.5,28.3,31.3,202.8,2271.8,556.1,1584.8,130.9,5,3074186,145746,21.09276412,10.3,0.00061317,42953,7.287904148,9.271007317
Kansas,2012,354.6,2.9,36.5,52,263.2,3143.2,650.3,2258,234.9,5.7,2885905,213100,13.54249179,14,0.000316712,45373,7.506385934,9.743388365
Kentucky,2012,222.6,4.5,29,80.7,108.4,2552.9,675.4,1725.2,152.2,8.2,4380415,104656,41.85536424,17.9,0.000298145,35925,6.985670034,9.592997581
Louisiana,2012,496.9,10.8,25.2,119,342,3540.6,915.7,2453.7,171.3,6.8,4601893,135659,33.92250422,21.1,0.000408093,41017,7.232576333,10.0180956
Maine,2012,122.7,1.9,28,31.8,61,2509.9,561.3,1873.7,74.9,7.2,1329192,91633,14.50560388,12.8,0.001228566,40496,6.315273189,8.126630615
Maryland,2012,476.8,6.3,21,172.3,277.2,2753.5,573.2,1924.9,255.3,7,5884563,32131,183.1428527,9.9,8.28E-05,53016,6.972444751,9.683951043
Massachusetts,2012,405.5,1.8,24.7,98.6,280.4,2153,519.7,1494.4,138.9,6.7,6646144,27336,243.12789,11.3,0.000570406,56911,7.121478123,9.495304164
Michigan,2012,454.5,7,46.4,105.6,295.5,2530.5,664.4,1612,254.1,9.1,9883360,250487,39.45657858,13.7,0.00029747,39355,7.264852156,8.786544161
Minnesota,2012,230.9,1.8,30.5,64.6,134,2568.3,471.8,1939.3,157.2,5.6,5379139,225163,23.88997748,10,0.000445239,47822,6.752396173,9.979644345
Mississippi,2012,260.8,7.4,27.5,76.5,149.4,2811,940.6,1725.6,144.8,8.8,2984926,125438,23.79602672,22,0.000264998,33632,7.633267156,9.08262168
Missouri,2012,450.9,6.5,25.1,96,323.4,3314.4,705.2,2338.4,270.8,6.9,6021988,180540,33.35542262,15.2,1.21E-05,40322,7.062735827,9.46602788
Montana,2012,272.2,2.7,37.7,19,212.8,2583.7,387.4,2028.3,168,6,1005141,380831,2.639336083,13.4,0.002670272,40750,7.01236145,9.116069885
Nebraska,2012,259.4,2.9,38.3,60.9,157.4,2754.9,470.8,2060.7,223.5,4,1855525,200330,9.262342135,12.2,0.000162757,46801,7.16380841,10.04923124
Nevada,2012,607.6,4.5,33.7,178.3,391.1,2809.4,801.8,1644.6,363.1,11.2,2758931,286380,9.633811719,15.8,0.000264958,39840,6.76021894,10.64482236
New Hampshire,2012,187.9,1.1,34,35.7,117,2324,412.2,1834.3,77.5,5.5,1320718,24214,54.54356984,8.1,0.000712491,51224,6.773871788,8.491882749
New Jersey,2012,290.2,4.4,11.7,128.4,145.7,2047.3,477.6,1383.7,185.9,9.3,8864590,22591,392.394759,9.3,6.22E-05,55115,6.727419632,9.45738702
New Mexico,2012,559.1,5.6,45.9,88.6,419.1,3600.7,1025.3,2313.4,261.9,7.1,2085538,314917,6.622500532,20.4,0.002662622,35793,7.195129746,9.775452138
New York,2012,406.8,3.5,14.6,146.4,242.3,1922,329.9,1503.5,88.6,8.5,19570261,141297,138.5044339,17.2,3.18E-05,53599,7.17368591,9.984995254
North Carolina,2012,353.4,4.9,20.3,96.3,231.8,3369.5,1018.5,2185.7,165.3,9.3,9752073,139391,69.96199898,17.2,0.000583363,38984,7.112876021,9.548792467
North Dakota,2012,244.7,4,38.9,18.7,183.1,2010.1,339.8,1505.8,164.5,3.1,699628,183108,3.820848898,11.4,0.004135055,56671,8.688970424,10.37565292
Ohio,2012,299.7,4.3,31.7,132,131.7,3117.4,895.9,2052.5,169,7.4,11544225,116098,99.43517546,15.4,1.65E-05,40837,6.940734679,9.091384861
Oklahoma/g,2012,469.3,5.7,41.6,84.7,337.3,3401,936.6,2161.3,303.1,5.2,3814820,181037,21.07204605,18,0.000109573,42188,7.232630163,10.00678968
Oregon,2012,247.6,2.4,29.2,61.9,154.1,3224.2,561.7,2400.9,261.7,8.8,3899353,254799,15.30364326,13.5,0.000378011,39370,6.741100485,10.11165073
Pennsylvania,2012,348.7,5.4,26.1,122.8,194.4,2166.3,445.5,1603.1,117.7,7.8,12763536,119280,107.004829,13.9,6.28E-05,46022,7.028020699,9.02905437
Puerto rico,2012,273.8,26.7,0.9,171.7,74.5,1409.3,416.9,833,159.4,14.5,3667084,13791,265.9041404,14.3,0.000786067,44356,7.619307521,9.152753059
Rhode Island,2012,252.4,3.2,27.4,67.9,153.9,2572.3,566.4,1755.7,250.2,10.4,1050292,4001,262.5073732,13.6,0.006187803,45978,7.721052812,9.023980474
South Carolina,2012,558.8,6.9,35.5,95,421.4,3822.2,954.5,2588.3,279.5,9,4723723,82933,56.95830369,16.7,7.54E-05,35852,7.241562831,9.185606544
South Dakota,2012,321.8,3,70.2,19,229.7,2060.1,391,1541.4,127.8,4.3,833354,199729,4.172423634,12.8,0.00280553,45384,7.269591914,9.776347747
Tennessee,2012,643.6,6,31.5,126.5,479.6,3371.4,870.2,2300.1,201,8,6456243,109153,59.14856211,18.6,6.10E-05,39418,6.916644123,9.693043524
Texas,2012,408.6,4.4,29.6,116.6,258,3361.8,785.9,2326.4,249.4,6.7,26059203,695662,37.4595752,17,0.000101231,44193,7.550780183,10.68037986
Utah,2012,205.8,1.8,33,38.5,132.5,2991.8,453.3,2328.4,210.1,5.4,2855287,219882,12.98554225,11,0.000232201,36085,8.141897329,11.30819074
Vermont,2012,142.6,1.3,19.3,17.9,104.2,2398.7,633.4,1695.8,69.5,5,626011,24906,25.1349474,11.2,0.001092633,45588,7.359042573,8.39622307
Virginia,2012,190.1,3.8,17.7,57.5,111.1,2162.1,360.5,1690.7,110.9,6.1,8185867,110787,73.88833527,10.6,0.000418771,49366,7.062984043,10.20208806
Washington,2012,295.6,3,31.8,83.3,177.5,3658.6,880.5,2395.3,382.8,8.1,6897012,184661,37.34958654,11.6,0.000320284,47357,6.985634649,10.42855458
West Virginia,2012,316.3,3.9,22.7,45.2,244.6,2364.9,608.5,1637.3,119.1,7.3,1855413,62756,29.56550768,16.7,0.000676399,35478,6.584262048,8.893667394
Wisconsin,2012,280.5,3,21.3,80.7,175.5,2453.8,488,1822.3,143.5,7,5726398,169635,33.75717275,11.4,0.000204142,43043,6.949974137,9.432107758
Wyoming,2012,201.4,2.4,26.7,10.6,161.7,2293.8,368.7,1823.9,101.3,5.3,576412,253335,2.275295557,9.6,0.000621084,54104,7.21159726,10.25875103
Alabama,2013,430.8,7.2,42.3,96.2,285.2,3351.3,877.8,2254.8,218.7,7.3,4833722,135767,35.60306997,16.7,5.34E-05,36258,7.121939222,9.205227566
Alaska,2013,640.4,4.6,125.4,84.9,425.5,2885.2,396.7,2258,230.6,7,735132,1723337,0.426574721,10.9,0.000874673,52843,8.567692877,11.77400739
Arizona,2013,416.5,5.4,46,101.1,263.9,3399.1,732.4,2403.5,263.2,7.7,6626624,295234,22.44532811,20.2,0.000286571,36739,7.266453567,10.00381621
Arkansas,2013,460.3,5.4,48.1,76.3,330.5,3602.6,1030.1,2380.6,191.9,7.2,2959373,137732,21.48645921,17.1,1.05E-05,36605,7.012946594,9.482293986
California,2013,402.1,4.6,25.3,139.9,232.3,2658.1,605.4,1621.5,431.2,8.9,38332521,423967,90.41392608,14.9,0.000310389,48549,7.512965677,10.79677849
Colorado,2013,308,3.4,55.7,59.8,189.1,2658.5,476.1,1944.5,237.9,6.9,5268367,269601,19.54134814,10.6,0.000232899,47339,7.031337035,11.09946775
Connecticut,2013,262.5,2.4,26.6,98.2,135.4,1974.1,358.5,1442.6,173,7.8,3596080,14357,250.4757261,11.3,0.000472181,62900,7.015170741,8.915112817
Delaware,2013,491.4,4.2,41,132.4,313.7,3065.5,662.3,2259.4,143.9,6.7,925749,6446,143.616041,14,0.001719689,44478,6.820234102,9.335497743
district of Columbia,2013,1300.3,15.9,61.1,630.8,592.5,4808.3,513,3795,500.3,8.4,646449,177,3652.254237,21.3,0.000377736,67066,7.103739042,13.828612
Florida,2013,470.4,5,34.6,118.7,312.3,3105.3,710.5,2216.3,178.6,7.2,19552860,170312,114.8061205,14.9,0.000288398,41069,6.604441575,9.197296416
Georgia,2013,365.7,5.6,25.8,125,209.3,3346.6,823.2,2254.9,268.5,8.2,9992167,153910,64.92214281,16.3,0.000107784,37813,7.373116702,9.912203249
Hawaii,2013,251.6,1.5,27.4,80.6,142.2,3053.7,536.5,2254.8,262.4,4.9,1404054,28313,49.59043549,11.1,0.000385605,44378,7.139276481,10.8861308
Idaho,2013,217,1.7,40.6,13.6,161,1864.3,411.9,1357.1,95.3,6.1,1612136,216443,7.448316647,12.9,0.000287197,36229,7.444166745,9.556700551
Illinois,2013,380.2,5.5,33.1,137.6,204,2274.3,452.1,1659.8,162.5,9,12882135,149995,85.88376279,13.3,0.00024305,47285,7.072244096,10.11723808
Indiana,2013,357.4,5.4,32.6,108.2,211.3,2854,653,1984.9,216.2,7.7,6570902,94326,69.66162034,11.6,0.000272109,39829,7.22345194,9.385573609
Iowa,2013,271.4,1.4,35,30.4,204.6,2193.9,513.5,1543,137.4,4.7,3090416,145746,21.20412224,10.8,0.000289929,43555,7.271810332,9.250534232
Kansas,2013,339.9,3.9,41.3,46.6,248.1,2946.8,600.4,2117,229.5,5.3,2893957,213100,13.58027687,13.2,0.000438154,46291,7.516097544,9.955096085
Kentucky,2013,209.8,3.8,36.7,73.9,95.5,2362.9,596.4,1629.3,137.2,8,4395295,104656,41.99754434,20,0.00046709,36131,6.988279831,9.596581458
Louisiana,2013,518.5,10.8,35,119.9,352.8,3582,890.4,2493.6,198,6.4,4625470,135659,34.09630028,19.2,0.000372286,41396,7.219951097,10.1469583
Maine,2013,129.3,1.8,33.7,25.2,68.7,2292.2,488.1,1735.3,68.8,6.7,1328302,91633,14.49589122,12.3,0.000367386,40452,6.361446418,8.318814547
Maryland,2013,473.8,6.4,25.8,169.5,272,2663.5,538.9,1898.3,226.3,6.6,5928814,32131,184.5200585,10.3,0.000645998,52576,6.886238867,9.795917261
Massachusetts,2013,413.4,2,40.6,100.2,270.5,2051.2,459.2,1455.7,136.3,6.7,6692824,27336,244.8355282,11.9,0.000440024,56977,7.080464151,9.65076963
Michigan,2013,449.9,6.4,66.6,102.1,274.8,2327.6,569.4,1510,248.3,8.8,9895622,250487,39.50553123,14.5,0.000255669,39696,7.314977896,8.738698426
Minnesota,2013,234.4,2.1,37,67.8,127.5,2420.4,419,1854.4,147,5,5420380,225163,24.07313813,12,0.000147591,47977,6.800723898,9.878423764
Mississippi,2013,274.6,6.5,31.1,80.5,156.5,2724.7,835.6,1742.3,146.7,8.5,2991207,125438,23.84609927,22.5,2.47E-05,34222,7.568589937,9.121121206
Missouri,2013,433.4,6.1,37.8,90.7,298.7,3137,643,2223.9,270.1,6.7,6044171,180540,33.4782929,13.7,0.00045002,40576,6.955082575,9.599973131
Montana,2013,252.9,2.2,40.4,20.1,190.2,2556.5,400.3,1974,182.2,5.4,1015165,380831,2.66565747,14.5,0.000301429,40746,6.992215059,9.339601543
Nebraska,2013,262.1,3.1,42.9,55.7,160.5,2623.4,476.3,1908.2,238.9,3.8,1868516,200330,9.327190136,11,0.000372488,46842,7.130763451,9.903838126
Nevada,2013,603,5.8,50.8,185.8,360.6,2837.7,826,1653.4,358.3,9.6,2790136,286380,9.742775333,17.4,0.00019999,39565,6.788707791,10.76135902
New Hampshire,2013,215.3,1.7,51.8,49,112.7,2194.3,373,1750.3,71,5.1,1323459,24214,54.65676881,9,0.000383843,51010,6.854766034,8.432841667
New Jersey,2013,288.5,4.5,12.6,135.8,135.6,1882.8,403.1,1325.2,154.5,8.2,8899339,22591,393.9329379,11.1,0.000419469,55599,6.638131933,9.566719551
New Mexico,2013,613,6,70.3,86.8,449.9,3704.8,1029.9,2391.8,283.2,6.9,2085287,314917,6.621703496,21.7,0.000393639,35149,7.339676121,9.72011162
New York,2013,393.7,3.3,17.1,138.6,234.7,1824.8,287.2,1458.8,78.8,7.7,19651127,141297,139.0767461,14.5,0.000288838,54117,7.036471521,10.19075186
North Carolina,2013,342.2,4.8,24.1,94.9,218.4,3128,921,2058.7,148.3,8,9848060,139391,70.65061589,18.6,0.000325242,38225,7.25625579,9.545141845
North Dakota,2013,270.1,2.2,45.6,22.4,199.9,2094,405.6,1492.7,195.7,2.9,723393,183108,3.95063569,9.9,0.000268181,55222,8.828370609,10.92064341
Ohio,2013,286.2,3.9,34.9,124.2,123.2,2927.5,790.2,1968.5,168.8,7.5,11570808,116098,99.66414581,13.7,0.000243544,41373,6.943920131,9.1444582
Oklahoma/g,2013,441.2,5.1,56.6,78.7,300.8,3273.7,866.1,2116.4,291.2,5.3,3850568,181037,21.26950844,14,0.000394747,43951,7.329424023,9.805580787
Oregon,2013,254,2,48.3,61,142.7,3173.9,528.5,2394.5,250.9,7.9,3930065,254799,15.42417749,15.1,0.000212974,39787,6.685295536,10.10222437
Pennsylvania,2013,335.4,4.7,29.5,115.6,185.7,2060.8,407.3,1545.6,107.8,7.4,12773801,119280,107.090887,12.4,0.000505096,46456,6.891499468,9.139790075
Puerto rico,2013,258,24.4,0.9,166.4,66.3,1351.3,386.2,812.2,153,14.2,3615086,13791,262.1337104,14,0.000401839,44522,7.50941582,8.944336041
Rhode Island,2013,257.2,2.9,41.8,65,147.4,2442,533.2,1696.4,212.4,9.3,1051511,4001,262.812047,13.5,0.000341413,45990,7.610747201,9.46464716
South Carolina,2013,508.5,6.2,45.5,83.2,373.6,3624.2,857.8,2502.9,263.5,7.4,4774839,82933,57.57465665,15.9,0.000451952,36005,7.194682208,9.187803631
South Dakota,2013,316.5,2.4,59.1,18.8,236.2,1914.7,399.1,1404.6,111,3.8,844877,199729,4.230116808,10.3,0.000486461,45525,7.279544833,9.739528949
Tennessee,2013,590.6,5,36.2,112.5,436.9,3180.9,785.1,2213.7,182.1,7.7,6495978,109153,59.51259242,18.1,0.000434577,39519,6.938585937,9.528339844
Texas,2013,408.3,4.3,36.9,120.2,246.9,3258.2,721.8,2287.8,248.6,6.3,26448193,695662,38.01874042,16.8,0.000347018,44745,7.554826479,10.63640044
Utah,2013,224,1.7,49,42.8,130.4,2950.4,459.6,2233.4,257.3,4.6,2900872,219882,13.19285799,8.3,1.86E-05,36628,8.247048198,11.36483471
Vermont,2013,121.1,1.6,20.7,11.6,87.1,2214.2,528.7,1632.2,53.3,4.4,626630,24906,25.15980085,8.7,0.00090484,46224,7.241080702,8.374038907
Virginia,2013,196.2,3.8,27.4,55.3,109.7,2065.9,322.5,1640.1,103.3,5.7,8260405,110787,74.56113984,10.4,0.000424555,48654,7.176861401,10.27372625
Washington,2013,289.1,2.3,36.9,83.5,166.4,3710.3,837,2465.9,407.4,7,6971406,184661,37.7524545,12,0.000336374,47912,6.930314631,10.56997627
West Virginia,2013,300.3,3.3,35.2,35.1,226.7,2103.9,521.7,1478.9,103.3,6.7,1854304,62756,29.54783606,17.3,0.000676804,35354,6.724324814,8.94928523
Wisconsin,2013,277.9,2.8,29.4,84.2,161.6,2188.7,424,1636,128.6,6.7,5742713,169635,33.85334984,11,0.00017396,43194,6.961348756,9.447544741
Wyoming,2013,205.1,2.9,32.1,12.9,157.2,2198.4,335.5,1763.6,99.2,4.7,582658,253335,2.299950658,11.8,0.000561221,53620,7.250320771,10.1096022
Alabama,2014,427.4,5.7,41.3,96.9,283.4,3177.6,819,2149.5,209.1,6.7,4849377,135767,35.71837781,17.8,2.91E-05,37384,7.069020907,9.150992818
Alaska,2014,635.8,5.6,104.7,85.4,440.2,2760,427.6,2096.4,236,6.9,736732,1723337,0.427503152,11.9,0.0008592,55910,8.583236238,11.67110781
Arizona,2014,399.9,4.7,50.2,92.8,252.1,3197.5,647.1,2289.1,261.3,6.8,6731484,295234,22.80050401,21.2,0.00028389,38211,7.25055747,9.882609154
Arkansas,2014,480.1,5.6,59.4,69.1,346,3338,835.7,2313.5,188.8,6,2966369,137732,21.53725351,18.4,1.05E-05,38650,7.120921571,9.47819216
California,2014,396.1,4.4,29.7,125.5,236.6,2441.1,522.3,1527.4,391.3,7.5,38802500,423967,91.5224534,15.8,0.000304285,51332,7.347824589,10.87279449
Colorado,2014,309.1,2.8,56.7,56.7,192.8,2530.1,438.2,1857.1,234.8,5,5355866,269601,19.86589812,12.3,3.30E-05,50706,7.038336284,11.21106422
Connecticut,2014,236.9,2.4,21.7,87.8,125,1920.4,332.4,1418.1,169.9,6.6,3596677,14357,250.5173086,8.6,0.000474049,65844,7.120487494,8.924994599
Delaware,2014,489.1,5.8,41.3,135.6,306.4,2982,616.5,2230.1,135.4,5.7,935614,6446,145.1464474,11,0.001744309,46115,6.793474659,9.268240428
district of Columbia,2014,1244.4,15.9,71.6,530.7,626.1,5182.5,526,4082.3,574.1,7.7,658893,177,3722.559322,19,0.00029098,70494,6.832543676,14.61405175
Florida,2014,540.5,5.8,43,125.2,366.4,3415.5,719.9,2481.5,214,6.3,19893297,170312,116.8050225,16.7,0.000167494,43388,6.451088002,9.285656973
Georgia,2014,377.3,5.7,30.2,123,218.4,3281.2,756.9,2258.4,266,7.1,10097343,153910,65.60550322,16.8,0.000107949,39994,7.360478781,9.895213196
Hawaii,2014,259.2,1.8,31.3,78,148.1,3050,547.9,2228.9,273.3,4.4,1419561,28313,50.13813443,10.8,0.00029098,46658,7.074287051,11.11673679
Idaho,2014,212.2,2,37.3,12.5,160.5,1854.8,393.3,1359.9,101.6,4.8,1634464,216443,7.551475446,12.4,0.000283273,37863,7.298374268,9.547873187
Illinois,2014,370,5.3,32.3,118.8,213.7,2075.9,388.2,1552.2,135.5,7.1,12880580,149995,85.87339578,13.7,0.000227707,49564,6.968055088,10.20672858
Indiana,2014,365.3,5,33.1,104.5,222.6,2649.4,559.3,1880,210.1,6,6596855,94326,69.93676187,14.6,0.000277708,41274,7.277845155,9.44152885
Iowa,2014,273.5,1.9,36.3,33.6,201.6,2093.8,464.4,1495.8,133.6,4.2,3107126,145746,21.31877376,10.3,0.000281289,44856,7.258828448,9.39670258
Kansas,2014,348.6,3.1,48.6,46.9,250,2735.2,545,1952.4,237.8,4.5,2904021,213100,13.62750352,12.1,0.000445933,47169,7.513261612,10.05085328
Kentucky,2014,211.6,3.6,32.6,75.6,99.8,2246.9,526.7,1577.1,143.2,6.5,4413457,104656,42.17108431,20,0.000449761,37744,7.044468633,9.556831572
Louisiana,2014,514.7,10.3,29.6,122.5,352.4,3458.8,824.5,2421.6,212.7,6.3,4649676,135659,34.27473297,23.1,0.00029098,43112,7.183318838,10.11528571
Maine,2014,127.8,1.6,36.5,22.9,66.9,1986.4,378.2,1548.2,60.1,5.6,1330089,91633,14.51539293,14.6,0.000359374,41964,6.134955781,8.423391668
Maryland,2014,446.1,6.1,27.1,159.7,253.2,2507.5,468.7,1819.6,219.2,5.8,5976407,32131,186.001276,9.8,0.000649052,54100,6.735628731,9.982298696
Massachusetts,2014,391.4,2,32.3,89.5,267.6,1857.1,370.1,1364.5,122.5,5.7,6745408,27336,246.7591454,13.6,0.000444154,59400,7.125481705,9.694532933
Michigan,2014,427.3,5.4,63.3,80.9,277.7,2043.9,445.9,1384.5,213.5,7.2,9909877,250487,39.56244037,14.8,0.000267006,41383,7.266064311,8.935295302
Minnesota,2014,229.1,1.6,36.7,67.6,123.3,2297.5,380.7,1763.5,153.3,4.2,5457173,225163,24.23654419,8.3,0.000122041,50157,6.661292981,10.1410729
Mississippi,2014,278.5,8.6,35.3,81.2,153.4,2921.2,813.3,1956.9,150.9,7.6,2994079,125438,23.86899504,22.1,3.87E-05,34846,7.352245148,9.445930852
Missouri,2014,442.9,6.6,39.2,92.2,304.8,2906.5,581.5,2055.3,269.8,6.1,6063589,180540,33.58584801,10.4,0.000454186,41973,6.95648808,9.552923772
Montana,2014,323.7,3.6,52.9,19.8,247.4,2472.9,351.2,1922.1,199.6,4.7,1023579,380831,2.68775126,12,0.000287227,42591,7.022150708,9.479903456
Nebraska,2014,280.4,2.9,45.8,55.4,176.2,2523.5,422.5,1864.1,236.8,3.3,1881503,200330,9.39201817,11.8,0.000365665,49216,7.214900269,10.00134451
Nevada,2014,635.6,6,47.8,209.7,372.1,2625.4,772.3,1494.3,358.7,7.9,2839099,286380,9.913747468,17,0.000187031,41637,6.683703245,10.60346906
New Hampshire,2014,196.1,0.9,44.8,40.5,110,1962.7,313.7,1584.4,64.6,4.3,1326813,24214,54.79528372,7.2,0.000403976,52839,6.958687773,8.735374013
New Jersey,2014,261.2,3.9,14.3,117.5,125.6,1734.1,354.8,1248.3,131,6.8,8938175,22591,395.6520296,11.3,0.000621492,58137,6.687993545,9.714676754
New Mexico,2014,597.4,4.8,70.7,100,421.8,3542.3,887.3,2353.4,301.6,6.7,2085572,314917,6.622608497,20,0.000417152,37304,7.37850676,9.656435021
New York,2014,381.8,3.1,27.5,121.8,229.4,1718.2,257.2,1381.4,79.7,6.3,19746227,141297,139.7497965,14,0.000288663,56270,6.933609074,10.27919667
North Carolina,2014,329.5,5.1,24.3,84.6,215.4,2873.1,798.2,1937.8,137.1,6.3,9943964,139391,71.33863736,17.1,0.000327737,40061,7.109748567,9.398503243
North Dakota,2014,265.1,3,48.4,23.4,190.3,2110.3,366.1,1539.5,204.7,2.7,739482,183108,4.038501868,9.7,0.000256937,57963,8.651337017,10.94139682
Ohio,2014,284.9,4,43.5,110,127.4,2799.1,680,1963.6,155.4,5.8,11594163,116098,99.86531206,15.6,0.000216143,42984,6.854501183,9.253576597
Oklahoma/g,2014,406,4.5,45.8,78.6,277,2990.7,760.9,1956.9,272.9,4.5,3878051,181037,21.42131719,17.3,2.50E-05,46522,7.329536821,10.00382728
Oregon,2014,232.3,2,36.7,52.7,140.8,2879,434,2204.6,240.5,6.8,3970239,254799,15.58184687,14.4,0.000313079,42133,6.629708237,10.09298866
Pennsylvania,2014,314.1,4.8,29.9,105.8,173.5,1931.7,357.5,1472.2,102,5.9,12787209,119280,107.2032948,12.5,0.00051489,48394,6.797431324,9.291452889
Puerto rico,2014,236.2,19.2,1.6,145.7,69.7,1285.7,339.2,815.8,130.7,13.8,3548397,13791,257.2980204,14.1,0.00029098,46558,7.589278426,8.886180436
Rhode Island,2014,219.2,2.4,34.2,50.1,132.5,2173.6,457.1,1542.8,173.7,7.7,1055173,4001,263.7273182,11.3,0.000362974,47937,7.370431199,9.552466752
South Carolina,2014,497.7,6.4,42.8,82.7,365.8,3460.3,759.9,2433.4,267,6.3,4832482,82933,58.26971169,16.5,0.000223281,37878,7.152634464,9.196244311
South Dakota,2014,326.5,2.3,55.1,23.4,245.7,1863.9,330.3,1415.5,118,3.4,853175,199729,4.271663104,12.8,0.000492279,47374,7.263485803,9.617857063
Tennessee,2014,608.4,5.7,38.6,110.9,453.2,3060.6,712.2,2156,192.4,6.6,6549352,109153,60.00157577,17.3,0.000444471,40841,6.819420608,9.547188852
Texas,2014,405.9,4.4,42.3,115.7,243.6,3019.4,627.8,2137.3,254.3,5.1,26956958,695662,38.75007978,16.4,0.00029098,47273,7.447604251,10.77420082
Utah,2014,215.6,2.3,49.4,44.6,119.4,2878.5,391.4,2239.1,248,3.8,2942902,219882,13.38400597,10.2,0.000248394,38328,8.144456526,11.16092191
Vermont,2014,99.3,1.6,17.6,11.2,68.9,1524.4,324.6,1160.8,38.9,3.9,626562,24906,25.15707059,9.3,0.000762893,48260,7.287446095,8.321475608
Virginia,2014,196.2,4.1,27.7,51.5,112.9,1930.3,277.7,1560.5,92.1,5.2,8326289,110787,75.15583056,10.2,0.000416392,50428,7.028965161,10.27310293
Washington,2014,285.2,2.5,38.2,79.9,164.7,3706.1,783,2489.1,434,6.1,7061530,184661,38.24050558,12,0.000328399,50966,6.897717435,10.69646037
West Virginia,2014,302,4,27.3,35.2,235.5,2034.7,484.9,1447.3,102.5,6.5,1850326,62756,29.4844477,20.6,0.00029098,36618,6.624125911,8.947513357
Wisconsin,2014,290.3,2.9,29.1,88,170.4,2088.3,368.5,1547.6,172.3,5.4,5757564,169635,33.94089663,10.9,0.000185842,44905,6.899784319,9.580276068
Wyoming,2014,195.5,2.7,29.8,9.1,153.9,1964.7,289.1,1572.4,103.2,4.1,584153,253335,2.305851935,9.7,0.00029098,57530,7.274957588,11.03962096
Alabama,2015,472.4,7.2,42,94.9,328.3,2978.9,725.6,2040.7,212.7,6.1,4858979,135767,35.78910192,16.3,0.000287921,38954,6.92433184,9.345426889
Alaska,2015,730.2,8,122,103.1,497.1,2817.6,475.5,2065.1,277.1,6.5,738432,1723337,0.428489611,9.2,0.000359089,57629,8.63261343,12.15935184
Arizona,2015,410.2,4.5,45.5,93.1,267.1,3033.2,555.9,2231.5,245.8,6.1,6828065,295234,23.12763774,17.2,0.000279288,39635,7.094192205,10.12038608
Arkansas,2015,521.3,6.1,64.8,70.4,380,3251.5,760.2,2297.5,193.8,5,2978204,137732,21.62318125,16.1,1.14E-05,39842,6.978292689,9.484580908
California,2015,426.3,4.8,32.7,135,253.8,2618.3,504.3,1677.1,436.8,6.2,39144818,423967,92.32987001,13.9,0.000297408,54632,7.250823003,11.02522402
Colorado,2015,321,3.2,59.7,60.9,197.2,2641.5,429.8,1918.5,293.2,3.9,5456574,269601,20.23944273,9.9,0.000261153,52222,7.032669217,11.4029708
Connecticut,2015,218.5,3.3,21.5,80.5,113.1,1812,280,1355.5,176.5,5.7,3590886,14357,250.1139514,9.1,0.000473699,67761,7.123623473,9.221676962
Delaware,2015,499,6.7,36,130.6,325.7,2691,504.6,2061.6,124.9,4.9,945934,6446,146.7474403,11.1,0.001742193,47997,6.684684555,9.591069144
district of Columbia,2015,1269.1,24.1,73.5,556.7,614.8,4676.2,442,3748.7,485.5,6.9,672228,177,3797.898305,16.6,0.000359089,74352,6.753379806,14.50549888
